Name,IATA,Location,Latitude,Longitude,Country,TimeZone
Akwa Ibom International Airport,QUO,Uyo,4.8725,8.093,NG,Africa/Lagos
Akure Airport,AKR,Akure,7.246739864349365,5.3010101318359375,NG,Africa/Lagos
Asaba International Airport,ABB,Asaba,6.204167,6.665278,NG,Africa/Lagos
Sir Abubakar Tafawa Balewa International Airport,BCU,Bauchi,10.482833,9.744,NG,Africa/Lagos
Benin Airport,BNI,Benin,6.316979885101318,5.599500179290772,NG,Africa/Lagos
Margaret Ekpo International Airport,CBQ,Calabar,4.976019859313965,8.347200393676758,NG,Africa/Lagos
Akanu Ibiam International Airport,ENU,Enegu,6.474269866943359,7.561960220336914,NG,Africa/Lagos
Gusau Airport,QUS,Gusau,12.1717,6.69611,NG,Africa/Lagos
Ibadan Airport,IBA,Ibadan,7.362460136413574,3.97832989692688,NG,Africa/Lagos
Ilorin International Airport,ILR,Ilorin,8.440210342407227,4.493919849395752,NG,Africa/Lagos
Sam Mbakwe International Airport,QOW,Owerri,5.427060127258301,7.206029891967773,NG,Africa/Lagos
Yakubu Gowon Airport,JOS,Jos,9.639829635620115,8.869050025939941,NG,Africa/Lagos
Kaduna Airport,KAD,Kaduna,10.696000099182127,7.320109844207764,NG,Africa/Lagos
Mallam Aminu International Airport,KAN,Kano,12.0476,8.52462,NG,Africa/Lagos
Maiduguri International Airport,MIU,Maiduguri,11.855299949645996,13.080900192260742,NG,Africa/Lagos
Makurdi Airport,MDI,Makurdi,7.70388,8.61394,NG,Africa/Lagos
Murtala Muhammed International Airport,LOS,Lagos,6.5773701667785645,3.321160078048706,NG,Africa/Lagos
Minna Airport,MXJ,Minna,9.652170181274414,6.462259769439697,NG,Africa/Lagos
Port Harcourt International Airport,PHC,Port Harcourt,5.0154900550842285,6.94959020614624,NG,Africa/Lagos
Sadiq Abubakar III International Airport,SKO,Sokoto,12.916299819946287,5.207190036773682,NG,Africa/Lagos
Yola Airport,YOL,Yola,9.257550239562988,12.430399894714355,NG,Africa/Lagos
Zaria Airport,ZAR,Zaria,11.1302,7.68581,NG,Africa/Lagos
Dorobisoro Airport,DOO,Dorobisoro,-9.461855,147.920907,PG,Pacific/Port_Moresby
Deputatskiy Airport,DPT,Deputatskiy,69.392503,139.890012,RU,Asia/Vladivostok
Daqing Sa'ertu Airport,DQA,Daqing,46.750883,125.138642,CN,Asia/Shanghai
Maradi Airport,MFQ,Maradi,13.5025,7.12675,NE,Africa/Niamey
Diori Hamani International Airport,NIM,Niamey,13.4815,2.18361,NE,Africa/Niamey
Tahoua Airport,THZ,Tahoua,14.8757,5.26536,NE,Africa/Niamey
Mano Dayak International Airport,AJY,Agadez,16.965999603271484,8.000109672546387,NE,Africa/Niamey
Arlit Airport,RLT,Arlit,18.7903995514,7.36595010757,NE,Africa/Niamey
Zinder Airport,ZND,Zinder,13.779000282287598,8.983759880065918,NE,Africa/Niamey
Dilasag Airport,DSG,Dilasag,16.445833333299998,122.206805556,PH,Asia/Manila
Tabarka-Aïn Draham International Airport,TBJ,Tabarka,36.98,8.87694,TN,Africa/Tunis
Monastir Habib Bourguiba International Airport,MIR,Monastir,35.75809860229492,10.75469970703125,TN,Africa/Tunis
Enfidha - Hammamet International Airport,NBE,Enfidha,36.075833,10.438611,TN,Africa/Tunis
Tunis Carthage International Airport,TUN,Tunis,36.851002,10.2272,TN,Africa/Tunis
Gafsa Ksar International Airport,GAF,Gafsa,34.422000885009766,8.822500228881836,TN,Africa/Tunis
Gabès Matmata International Airport,GAE,Gabès,33.733691,9.91941,TN,Africa/Tunis
Djerba Zarzis International Airport,DJE,Mellita,33.875,10.7755,TN,Africa/Tunis
El Borma Airport,EBM,El Borma,31.7043,9.25462,TN,Africa/Tunis
Sfax Thyna International Airport,SFA,Sfax,34.71799850463867,10.690999984741213,TN,Africa/Tunis
Tozeur Nefta International Airport,TOE,Tozeur,33.939701080322266,8.110560417175293,TN,Africa/Tunis
Andavadoaka Airport,DVD,Andavadoaka,-22.06608,43.259573,MG,Indian/Antananarivo
Dwyer Airport,DWR,Reg,31.091265,64.066053,AF,Asia/Kabul
Niamtougou International Airport,LRL,Niamtougou,9.767330169677734,1.091249942779541,TG,Africa/Lome
Lomé–Tokoin International Airport,LFW,Lomé,6.16561,1.25451,TG,Africa/Lome
Dazhou Jinya Airport,DZH,Dazhou (Dachuan),31.048815,107.435646,CN,Asia/Shanghai
Elenak Airport,EAL,Mejato Island,9.319305555560002,166.847777778,MH,Pacific/Kwajalein
Antwerp International Airport (Deurne),ANR,Antwerp,51.190667,4.463153,BE,Europe/Brussels
Brussels Airport,BRU,Zaventem,50.901402,4.48444,BE,Europe/Brussels
Brussels South Charleroi Airport,CRL,Charleroi,50.460982,4.457158,BE,Europe/Brussels
Flanders International Airport Kortrijk-Wevelgem,KJK,Wevelgem,50.818878,3.209551,BE,Europe/Brussels
Liège Airport,LGG,Grâce-Hollogne,50.638574,5.443897,BE,Europe/Brussels
Ebon Airport,EBO,Ebon Atoll,4.5982,168.752,MH,Pacific/Majuro
Oostende-Brugge International Airport,OST,Oostende,51.1998,2.874673,BE,Europe/Brussels
Oostmalle Airfield,OBL,Zoersel,51.269092,4.762428,BE,Europe/Brussels
Méndez Airport,MZD,Santiago de Méndez,-2.733330011367798,-78.31670379638672,EC,America/Guayaquil
Leipzig–Altenburg Airport,AOC,Nobitz,50.981945,12.506389,DE,Europe/Berlin
Heringsdorf Airport,HDF,Heringsdorf,53.8787002563,14.152299881,DE,Europe/Berlin
Riesa-Göhlis Airport,IES,Riesa,51.29361,13.356111,DE,Europe/Berlin
Rechlin-Lärz Airport,REB,Lärz,53.306389,12.752222,DE,Europe/Berlin
Cochstedt Airport,CSO,Hecklingen,51.8564,11.4203,DE,Europe/Berlin
Barth Airport,BBH,,54.338253,12.710515,DE,Europe/Berlin
Neubrandenburg Airport,FNB,Neubrandenburg,53.6022,13.306,DE,Europe/Berlin
Flugplatz Güttin / Rügen,GTI,Rügen,54.383331,13.325556,DE,Europe/Berlin
Köthen Airport,KOQ,Köthen (Anhalt),51.723745,11.948826,DE,Europe/Berlin
Peenemünde Airport,PEF,Peenemünde,54.1577796936,13.774443626399998,DE,Europe/Berlin
Berlin Brandenburg Airport,BER,Berlin,52.362247,13.500672,DE,Europe/Berlin
Dresden Airport,DRS,Dresden,51.134123,13.767831,DE,Europe/Berlin
Erfurt-Weimar Airport,ERF,Erfurt,50.979801,10.9581,DE,Europe/Berlin
Frankfurt Airport,FRA,Frankfurt am Main,50.030241,8.561096,DE,Europe/Berlin
Münster Osnabrück Airport,FMO,Greven,52.134602,7.68483,DE,Europe/Berlin
Hamburg Helmut Schmidt Airport,HAM,Hamburg,53.630402,9.98823,DE,Europe/Berlin
Cologne Bonn Airport,CGN,Köln (Cologne),50.865898,7.14274,DE,Europe/Berlin
Düsseldorf Airport,DUS,Düsseldorf,51.289501,6.76678,DE,Europe/Berlin
Munich Airport,MUC,Munich,48.353802,11.7861,DE,Europe/Berlin
Nuremberg Airport,NUE,Nuremberg,49.498699,11.078056,DE,Europe/Berlin
Leipzig/Halle Airport,LEJ,Schkeuditz,51.420657,12.232705,DE,Europe/Berlin
Saarbrücken Airport,SCN,Saarbrücken,49.2145996094,7.10950994492,DE,Europe/Berlin
Stuttgart Airport,STR,Stuttgart,48.689899,9.22196,DE,Europe/Berlin
Hannover Airport,HAJ,Hannover,52.461102,9.68508,DE,Europe/Berlin
Bremen Airport,BRE,Bremen,53.046786,8.78932,DE,Europe/Berlin
Frankfurt-Hahn Airport,HHN,Frankfurt am Main (Lautzenhausen),49.9487,7.26389,DE,Europe/Berlin
Mannheim-City Airport,MHG,Mannheim,49.473057,8.514167,DE,Europe/Berlin
Eisenach-Kindel Airport,EIB,Hörselberg-Hainich,50.991604,10.47973,DE,Europe/Berlin
Siegerland Airport,SGE,Burbach,50.707699,8.08297,DE,Europe/Berlin
Itzehoe/Hungriger Wolf Airfield,IZE,Itzehoe,53.992009,9.576409,DE,Europe/Berlin
Hamburg-Finkenwerder Airport,XFW,Hamburg,53.5352783203125,9.835556030273438,DE,Europe/Berlin
Kiel-Holtenau Airport,KEL,Kiel,54.379444,10.145278,DE,Europe/Berlin
Lübeck Blankensee Airport,LBC,Lübeck,53.8054008484,10.7192001343,DE,Europe/Berlin
Neumünster Airport,EUM,Neumünster,54.079445,9.941389,DE,Europe/Berlin
Memmingen Allgau Airport,FMM,Memmingen,47.9888000488,10.2395000458,DE,Europe/Berlin
Aachen-Merzbrück Airport,AAH,Aachen,50.823055,6.186389,DE,Europe/Berlin
Essen Mülheim Airport,ESS,,51.402302,6.93733,DE,Europe/Berlin
Bielefeld Airport,BFE,Bielefeld,51.964722,8.544444,DE,Europe/Berlin
Mönchengladbach Airport,MGL,Mönchengladbach,51.230278,6.504444,DE,Europe/Berlin
Paderborn Lippstadt Airport,PAD,Büren,51.614101,8.61632,DE,Europe/Berlin
Weeze Airport,NRN,Weeze,51.6024017334,6.14216995239,DE,Europe/Berlin
Dortmund Airport,DTM,Dortmund,51.518299,7.61224,DE,Europe/Berlin
Augsburg Airport,AGB,Augsburg,48.425278,10.931667,DE,Europe/Berlin
Oberpfaffenhofen Airport,OBF,Weßling,48.081402,11.2831,DE,Europe/Berlin
Straubing Airport,RBM,Atting,48.900833,12.516667,DE,Europe/Berlin
Friedrichshafen Airport,FDH,Friedrichshafen,47.671299,9.51149,DE,Europe/Berlin
Bayreuth Airport,BYU,Bindlach,49.985001,11.64,DE,Europe/Berlin
Burg Feuerstein Airport,URD,Ebermannstadt,49.794167,11.133611,DE,Europe/Berlin
Giebelstadt Airport,GHF,Giebelstadt,49.6480560303,9.966388702390002,DE,Europe/Berlin
Hof-Plauen Airport,HOQ,Hof,50.288544,11.852876,DE,Europe/Berlin
Bitburg Airport,BBJ,Bitburg,49.945278,6.565,DE,Europe/Berlin
Zweibrücken Airport,ZQW,Zweibrücken,49.2094,7.40056,DE,Europe/Berlin
Karlsruhe Baden-Baden Airport,FKB,Rheinmünster,48.7794,8.0805,DE,Europe/Berlin
Lahr Airport,LHA,,48.3693008423,7.82772016525,DE,Europe/Berlin
Braunschweig-Wolfsburg Airport,BWE,Braunschweig,52.319199,10.5561,DE,Europe/Berlin
Kassel Airport,KSF,Calden,51.420699,9.392152,DE,Europe/Berlin
Emden Airport,EME,Emden,53.391109,7.2275,DE,Europe/Berlin
Wangerooge Airport,AGE,Wangerooge,53.782544,7.919584,DE,Europe/Berlin
JadeWeser Airport,WVN,Wilhelmshaven,53.50222,8.052222,DE,Europe/Berlin
Juist Airport,JUI,Juist,53.681421,7.056398,DE,Europe/Berlin
Langeoog Airport,LGO,Langeoog,53.742379,7.496345,DE,Europe/Berlin
Borkum Airport,BMK,Borkum,53.59639,6.709167,DE,Europe/Berlin
Norden-Norddeich Airport,NOD,Norddeich,53.633057,7.190278,DE,Europe/Berlin
Varrelbusch Airfield,VAC,Cloppenburg,52.908333,8.040556,DE,Europe/Berlin
Norderney Airport,NRD,Norderney,53.706944,7.23,DE,Europe/Berlin
Baltrum Airport,BMR,Baltrum,53.72485,7.373257,DE,Europe/Berlin
Heide-Büsum Airport,HEI,Büsum,54.1533317566,8.90166664124,DE,Europe/Berlin
Flensburg-Schäferhaus Airport,FLF,Flensburg,54.773335,9.378889,DE,Europe/Berlin
Helgoland-Düne Airport,HGL,Helgoland,54.1852798462,7.91583299637,DE,Europe/Berlin
Husum-Schwesing Airport,QHU,Husum,54.5099983215,9.13833332062,DE,Europe/Berlin
St. Peter-Ording Airport,PSH,Sankt Peter-Ording,54.308887,8.686944,DE,Europe/Berlin
Westerland Sylt Airport,GWT,Westerland,54.9132,8.34047,DE,Europe/Berlin
Wyk auf Föhr Airport,OHR,Wyk auf Föhr,54.684444,8.528333,DE,Europe/Berlin
Kärdla Airport,KDL,Kärdla,58.99079895019531,22.830699920654297,EE,Europe/Tallinn
Kuressaare Airport,URE,Kuressaare,58.22990036010742,22.50950050354004,EE,Europe/Tallinn
Pärnu Airport,EPU,Pärnu,58.41899871826172,24.47279930114746,EE,Europe/Tallinn
Berenice International Airport / Banas Cape Air Base,EES,Berenice Troglodytica,23.980437,35.460277,EG,Africa/Cairo
Lennart Meri Tallinn Airport,TLL,Tallinn,59.41443,24.832706,EE,Europe/Tallinn
Tartu Airport,TAY,Tartu,58.307499,26.690399,EE,Europe/Tallinn
Enontekio Airport,ENF,Enontekio,68.362602233887,23.424299240112,FI,Europe/Helsinki
Efogi Airport,EFG,Efogi,-9.15380555556,147.659805556,PG,Pacific/Port_Moresby
Halli Airport,KEV,Jämsä,61.856039,24.786686,FI,Europe/Helsinki
Helsinki Vantaa Airport,HEL,Helsinki,60.318363,24.963341,FI,Europe/Helsinki
Hyvinkää Airfield,HYV,Hyvinkää,60.6544,24.8811,FI,Europe/Helsinki
Kitee Airport,KTQ,Kitee,62.1661,30.073601,FI,Europe/Helsinki
Ivalo Airport,IVL,Ivalo,68.607299804688,27.405300140381,FI,Europe/Helsinki
Joensuu Airport,JOE,Joensuu,62.658815,29.619398,FI,Europe/Helsinki
Jyväskylä Airport,JYV,Jyväskylän Maalaiskunta,62.399502,25.678301,FI,Europe/Helsinki
Kauhava Airfield,KAU,Kauhava,63.127102,23.051399,FI,Europe/Helsinki
Kemi-Tornio Airport,KEM,Kemi / Tornio,65.778701782227,24.582099914551,FI,Europe/Helsinki
Kajaani Airport,KAJ,Kajaani,64.2855,27.6924,FI,Europe/Helsinki
Kauhajoki Airfield,KHJ,,62.463212,22.390817,FI,Europe/Helsinki
Kokkola-Pietarsaari Airport,KOK,Kokkola / Kruunupyy,63.721199,23.143101,FI,Europe/Helsinki
Kuusamo Airport,KAO,Kuusamo,65.987602,29.239401,FI,Europe/Helsinki
Kittilä Airport,KTT,Kittilä,67.700996398926,24.846799850464,FI,Europe/Helsinki
Kuopio Airport,KUO,Kuopio / Siilinjärvi,63.007099,27.7978,FI,Europe/Helsinki
Lappeenranta Airport,LPP,Lappeenranta,61.044601,28.144743,FI,Europe/Helsinki
Mariehamn Airport,MHQ,Mariehamn,60.1222,19.898199,FI,Europe/Mariehamn
Mikkeli Airport,MIK,Mikkeli,61.6866,27.201799,FI,Europe/Helsinki
Oulu Airport,OUL,Oulu / Oulunsalo,64.930099,25.354601,FI,Europe/Helsinki
Pori Airport,POR,Pori,61.4617,21.799999,FI,Europe/Helsinki
Rovaniemi Airport,RVN,Rovaniemi,66.564796447754,25.830400466919,FI,Europe/Helsinki
Savonlinna Airport,SVL,Savonlinna,61.9431,28.945101,FI,Europe/Helsinki
Seinäjoki Airport,SJY,Seinäjoki / Ilmajoki,62.692101,22.8323,FI,Europe/Helsinki
Sodankyla Airport,SOT,Sodankyla,67.3949966431,26.6191005707,FI,Europe/Helsinki
Tampere-Pirkkala Airport,TMP,Tampere / Pirkkala,61.414101,23.604401,FI,Europe/Helsinki
Turku Airport,TKU,Turku,60.514099,22.2628,FI,Europe/Helsinki
Utti Air Base,UTI,Utti / Valkeala,60.8964,26.9384,FI,Europe/Helsinki
Vaasa Airport,VAA,Vaasa,63.050701,21.762199,FI,Europe/Helsinki
Varkaus Airport,VRK,Varkaus / Joroinen,62.171101,27.868601,FI,Europe/Helsinki
Ylivieska Airfield,YLI,,64.054722,24.725278,FI,Europe/Helsinki
Abu Rudeis Airport,AUE,Ras Abu Rudeis,28.899694,33.202057,EG,Africa/Cairo
Belfast International Airport,BFS,Belfast,54.6575012207,-6.21582984924,GB,Europe/London
Enniskillen/St Angelo Airport,ENK,Enniskillen,54.398899,-7.65167,GB,Europe/London
George Best Belfast City Airport,BHD,Belfast,54.618099,-5.8725,GB,Europe/London
City of Derry Airport,LDY,Derry,55.04280090332031,-7.161109924316406,GB,Europe/London
Birmingham International Airport,BHX,Birmingham,52.453899,-1.74803,GB,Europe/London
Coventry Airport,CVT,Coventry,52.3697013855,-1.47971999645,GB,Europe/London
Gloucestershire Airport,GLO,Staverton,51.89419937133789,-2.167220115661621,GB,Europe/London
Sywell Aerodrome,ORM,Northampton,52.3053016663,-0.7930560112,GB,Europe/London
Nottingham Airport,NQT,Nottingham,52.919998,-1.07917,GB,Europe/London
Cotswold Airport,GBA,Kemble,51.668095,-2.05694,GB,Europe/London
Manchester Airport,MAN,Manchester,53.349375,-2.279521,GB,Europe/London
Upavon Aerodrome,UPV,Upavon,51.2862014771,-1.7820199728,GB,Europe/London
RNAS Yeovilton,YEO,Yeovil,51.0093994140625,-2.638819932937622,GB,Europe/London
Campbeltown Airport,CAL,Campbeltown,55.437198638916016,-5.686389923095703,GB,Europe/London
Eday Airport,EOI,Eday,59.19060134887695,-2.7722198963165283,GB,Europe/London
Fair Isle Airport,FIE,Fair Isle,59.534721,-1.628509,GB,Europe/London
Whalsay Airstrip,WHS,"Whalsay, Shetlands",60.376835,-0.927229,GB,Europe/London
Coll Airport,COL,Coll Island,56.601898,-6.61778,GB,Europe/London
North Ronaldsay Airport,NRL,North Ronaldsay,59.3675003052,-2.43443989754,GB,Europe/London
Oban Airport,OBN,North Connel,56.463501,-5.39967,GB,Europe/London
Papa Westray Airport,PPW,Papa Westray,59.351699829100006,-2.9002799987800003,GB,Europe/London
Stronsay Airport,SOY,Stronsay,59.1553,-2.64139,GB,Europe/London
Sanday Airport,NDY,Sanday,59.250301,-2.57667,GB,Europe/London
Lerwick / Tingwall Airport,LWK,Lerwick,60.192199707,-1.24361002445,GB,Europe/London
Westray Airport,WRY,Westray,59.3502998352,-2.95000004768,GB,Europe/London
Colonsay Airstrip,CSA,Colonsay,56.057499,-6.24306,GB,Europe/London
Haverfordwest Airport,HAW,Haverfordwest,51.833099365234375,-4.9611101150512695,GB,Europe/London
Cardiff International Airport,CWL,Cardiff,51.396702,-3.34333,GB,Europe/London
Swansea Airport,SWS,Swansea,51.60530090332031,-4.0678300857543945,GB,Europe/London
Bristol Airport,BRS,Bristol,51.382702,-2.71909,GB,Europe/London
Liverpool John Lennon Airport,LPL,Liverpool,53.333599,-2.84972,GB,Europe/London
London Luton Airport,LTN,"Luton, Bedfordshire",51.874699,-0.368333,GB,Europe/London
Land's End Airport,LEQ,Land's End,50.102798,-5.67056,GB,Europe/London
St. Mary's Airport,ISC,St. Mary's,49.9133,-6.29167,GB,Europe/London
Bournemouth Airport,BOH,Bournemouth,50.779999,-1.8425,GB,Europe/London
Southampton Airport,SOU,Southampton,50.950298,-1.3568,GB,Europe/London
Bembridge Airport,BBP,Bembridge,50.6781005859,-1.10943996906,GB,Europe/London
Cornwall Airport Newquay,NQY,Newquay,50.440601,-4.99541,GB,Europe/London
Goodwood Aerodrome,QUG,Chichester,50.859402,-0.759167,GB,Europe/London
Alderney Airport,ACI,Saint Anne,49.706104,-2.21472,GG,Europe/Guernsey
Guernsey Airport,GCI,Saint Peter Port,49.435001,-2.60197,GG,Europe/Guernsey
Jersey Airport,JER,Saint Helier,49.20790100097656,-2.195509910583496,JE,Europe/Jersey
Shoreham Airport,ESH,Brighton,50.835602,-0.297222,GB,Europe/London
London Biggin Hill Airport,BQH,London,51.33079910279999,0.0324999988079,GB,Europe/London
London Gatwick Airport,LGW,"Gatwick, Surrey",51.148771,-0.192089,GB,Europe/London
London City Airport,LCY,London,51.505299,0.055278,GB,Europe/London
Farnborough Airport,FAB,Farnborough,51.2757987976,-0.776332974434,GB,Europe/London
Blackbushe Airport,BBS,Yateley,51.32389831542969,-0.8475000262260437,GB,Europe/London
London Heathrow Airport,LHR,London,51.4706,-0.461941,GB,Europe/London
London Southend Airport,SEN,"Southend-on-Sea, Essex",51.570562,0.693627,GB,Europe/London
Lydd London Ashford Airport,LYX,"Romney Marsh, Kent",50.956246,0.939074,GB,Europe/London
Carlisle Lake District Airport,CAX,Carlisle,54.9375,-2.80917,GB,Europe/London
Blackpool International Airport,BLK,Blackpool,53.77170181274414,-3.0286099910736084,GB,Europe/London
Humberside Airport,HUY,Grimsby,53.57440185546875,-0.350832998752594,GB,Europe/London
Barrow Walney Island Airport,BWF,Barrow-in-Furness,54.1286111,-3.2675,GB,Europe/London
Leeds Bradford Airport,LBA,Leeds,53.865898,-1.66057,GB,Europe/London
Warton Aerodrome,WRT,Warton,53.745098,-2.88306,GB,Europe/London
Hawarden Airport,CEG,Broughton,53.178101,-2.97778,GB,Europe/London
Isle of Man Airport,IOM,Castletown,54.083302,-4.62389,IM,Europe/Isle_of_Man
Newcastle Airport,NCL,Newcastle,55.037958,-1.689577,GB,Europe/London
Teesside International Airport,MME,"Darlington, Durham",54.509201,-1.42941,GB,Europe/London
East Midlands Airport,EMA,Nottingham,52.8311,-1.32806,GB,Europe/London
Anglesey Airport,VLY,Angelsey,53.2481002808,-4.53533983231,GB,Europe/London
Kirkwall Airport,KOI,Orkney Islands,58.957801818847656,-2.9049999713897705,GB,Europe/London
Sumburgh Airport,LSI,Lerwick,59.87889862060547,-1.295560002326965,GB,Europe/London
Wick Airport,WIC,Wick,58.45890045166016,-3.09306001663208,GB,Europe/London
Aberdeen Dyce Airport,ABZ,Aberdeen,57.2019,-2.19778,GB,Europe/London
Inverness Airport,INV,Inverness,57.54249954223633,-4.047500133514404,GB,Europe/London
Glasgow International Airport,GLA,"Paisley, Renfrewshire",55.871899,-4.43306,GB,Europe/London
Edinburgh Airport,EDI,Edinburgh,55.950145,-3.372288,GB,Europe/London
Islay Airport,ILY,Port Ellen,55.68190002441406,-6.256669998168945,GB,Europe/London
Glasgow Prestwick Airport,PIK,"Prestwick, South Ayrshire",55.502003,-4.587019,GB,Europe/London
Benbecula Airport,BEB,Balivanich,57.48109817504883,-7.362780094146728,GB,Europe/London
Dundee Airport,DND,Dundee,56.45249938964844,-3.025830030441284,GB,Europe/London
Stornoway Airport,SYY,"Stornoway, Western Isles",58.215599,-6.33111,GB,Europe/London
Barra Airport,BRR,Eoligarry,57.0228,-7.44306,GB,Europe/London
Perth/Scone Airport,PSL,Perth,56.439201,-3.37222,GB,Europe/London
Tiree Airport,TRE,Balemartine,56.49919891357422,-6.869170188903809,GB,Europe/London
Unst Airport,UNT,Shetland Islands,60.7472,-0.85385,GB,Europe/London
Leuchars Station Airfield,ADX,"Leuchars, Fife",56.37398,-2.868862,GB,Europe/London
RAF Lossiemouth,LMO,Lossiemouth,57.7052001953125,-3.339169979095459,GB,Europe/London
Cambridge City Airport,CBG,"Cambridge, Cambridgeshire",52.205002,0.175,GB,Europe/London
Norwich Airport,NWI,"Norwich, Norfolk",52.6758,1.28278,GB,Europe/London
London Stansted Airport,STN,London,51.884998,0.235,GB,Europe/London
Wycombe Air Park,HYC,High Wycombe,51.6116981506,-0.8083329796790001,GB,Europe/London
Exeter International Airport,EXT,Exeter,50.734402,-3.41389,GB,Europe/London
Oxford (Kidlington) Airport,OXF,Kidlington,51.8368988037,-1.32000005245,GB,Europe/London
Rochester Airport,RCS,"Rochester, Kent",51.351898,0.503333,GB,Europe/London
RAF Benson,BEX,Benson,51.6164016724,-1.09582996368,GB,Europe/London
RAF Lakenheath,LKZ,"Brandon, Suffolk",52.40954,0.561161,GB,Europe/London
RAF Mildenhall,MHZ,"Bury Saint Edmunds, Suffolk",52.3619,0.486406,GB,Europe/London
RAF Wyton,QUY,St. Ives,52.357201,-0.107833,GB,Europe/London
RAF Fairford,FFD,Fairford,51.682201,-1.79003,GB,Europe/London
RAF Brize Norton,BZZ,Brize Norton,51.75,-1.58362,GB,Europe/London
RAF Odiham,ODH,Odiham,51.2341003418,-0.94282501936,GB,Europe/London
RAF Northolt,NHT,London,51.553001,-0.418167,GB,Europe/London
RAF Coningsby,QCY,Coningsby,53.0929985046,-0.166014000773,GB,Europe/London
RAF Honington,BEQ,"Bury Saint Edmunds, Suffolk",52.342602,0.772939,GB,Europe/London
RAF Scampton,SQZ,Scampton,53.307800293,-0.550832986832,GB,Europe/London
RAF Waddington,WTN,Waddington,53.1661987305,-0.523810982704,GB,Europe/London
RAF Marham,KNF,Marham,52.648395,0.550692,GB,Europe/London
Mount Pleasant Airport,MPN,Mount Pleasant,-51.82279968261719,-58.44720077514648,FK,Atlantic/Stanley
Amsterdam Airport Schiphol,AMS,Amsterdam,52.308601,4.76389,NL,Europe/Amsterdam
Maastricht Aachen Airport,MST,Maastricht,50.911701,5.77014,NL,Europe/Amsterdam
Eindhoven Airport,EIN,Eindhoven,51.4500999451,5.37452983856,NL,Europe/Amsterdam
Groningen Airport Eelde,GRQ,Groningen,53.119701,6.57944,NL,Europe/Amsterdam
Gilze Rijen Air Base,GLZ,Rijen,51.567402,4.93183,NL,Europe/Amsterdam
De Kooy Airfield / Den Helder Naval Air Station,DHR,Den Helder,52.923401,4.78062,NL,Europe/Amsterdam
Lelystad Airport,LEY,Lelystad,52.453188,5.514622,NL,Europe/Amsterdam
Leeuwarden Air Base,LWR,Leeuwarden,53.22859954833984,5.760560035705566,NL,Europe/Amsterdam
Rotterdam The Hague Airport,RTM,Rotterdam,51.956902,4.43722,NL,Europe/Amsterdam
Twente Airport,ENS,Enschede,52.275833,6.889167,NL,Europe/Amsterdam
Ezhou Huahu Airport,EHU,Ezhou,30.341178,115.03926,CN,Asia/Shanghai
Volkel Air Base,UDE,Uden,51.657222,5.707778,NL,Europe/Amsterdam
Woensdrecht Air Base,WOE,Hoogerheide,51.4491,4.34203,NL,Europe/Amsterdam
Bantry Aerodrome,BYT,Bantry,51.6772,-9.487123,IE,Europe/Dublin
Belmullet Aerodrome,BLY,Belmullet,54.2228012085,-10.0307998657,IE,Europe/Dublin
Connemara Regional Airport,NNR,Inverin,53.23030090332031,-9.467780113220217,IE,Europe/Dublin
Cork Airport,ORK,Cork,51.841301,-8.49111,IE,Europe/Dublin
Galway Airport,GWY,Galway,53.300201416015625,-8.941590309143066,IE,Europe/Dublin
Donegal Airport,CFN,Donegal,55.0442008972168,-8.340999603271484,IE,Europe/Dublin
Dublin Airport,DUB,Dublin,53.428713,-6.262121,IE,Europe/Dublin
Inishmore Aerodrome,IOR,Inis Mór,53.1067008972168,-9.653610229492188,IE,Europe/Dublin
Inisheer Aerodrome,INQ,Inis Oírr,53.064701,-9.5109,IE,Europe/Dublin
Kilkenny Airport,KKY,Kilkenny,52.65079879760742,-7.296110153198242,IE,Europe/Dublin
Ireland West Knock Airport,NOC,Charlestown,53.910301,-8.81849,IE,Europe/Dublin
Kerry Airport,KIR,Killarney,52.180901,-9.52378,IE,Europe/Dublin
Letterkenny Airfield,LTR,Letterkenny,54.951302,-7.67283,IE,Europe/Dublin
Inishmaan Aerodrome,IIA,Inis Meáin,53.092999,-9.56806,IE,Europe/Dublin
Shannon Airport,SNN,Shannon,52.702,-8.92482,IE,Europe/Dublin
Sligo Airport,SXL,Sligo,54.280200958252,-8.5992097854614,IE,Europe/Dublin
Waterford Airport,WAT,Waterford,52.187199,-7.08696,IE,Europe/Dublin
Ejin Banner Taolai Airport,EJN,Ejin Banner,42.0155,101.0005,CN,Asia/Shanghai
Enejit Airport,EJT,Enejit Island,6.0404,171.9846,MH,Pacific/Majuro
Aarhus Airport,AAR,Aarhus,56.303331,10.618286,DK,Europe/Copenhagen
Billund Airport,BLL,Billund,55.740496,9.160452,DK,Europe/Copenhagen
Copenhagen Kastrup Airport,CPH,Copenhagen,55.617900848389,12.656000137329,DK,Europe/Copenhagen
Esbjerg Airport,EBJ,Esbjerg,55.525902,8.5534,DK,Europe/Copenhagen
Karup Airport,KRP,Karup,56.29750061035156,9.124629974365234,DK,Europe/Copenhagen
Læsø Airport,BYR,Læsø,57.277199,11.0001,DK,Europe/Copenhagen
Lolland Falster Maribo Airport,MRW,Lolland Falster / Maribo,54.699299,11.4401,DK,Europe/Copenhagen
Odense Airport,ODE,Odense,55.47669982910156,10.330900192260742,DK,Europe/Copenhagen
