SeatID,FlightID,SeatNumber,ClassID
5582,39712,Z19,2
5583,86808,G21,4
5584,20415,H20,4
5585,61778,L23,5
5586,98094,F47,4
5587,11478,Y45,3
5588,95050,C1,3
5589,85470,N28,4
5590,44049,X30,3
5591,51478,B27,2
5592,93389,P49,5
5593,53313,T18,2
5594,75927,B47,2
5595,81072,Z45,1
5596,20247,A30,1
5597,4158,G19,5
5598,91826,Z24,5
5599,91207,N41,1
5600,33537,R33,3
5601,35647,C16,4
5602,32100,Y46,4
5603,36040,X26,5
5604,43391,K4,2
5605,58231,X31,2
5606,74238,P1,1
5607,26583,Y8,5
5608,76068,S31,5
5609,30581,A41,4
5610,78778,K37,1
5611,55624,X35,4
5612,62627,L35,5
5613,60248,C18,3
5614,13698,D9,3
5615,39439,A42,5
5616,12786,Y49,4
5617,13301,F41,4
5618,43061,B12,2
5619,39068,E34,1
5620,88327,Y44,4
5621,68311,C25,3
5622,60426,F22,3
5623,69817,W22,3
5624,8333,Z40,1
5625,98940,G24,4
5626,91444,Y30,2
5627,85508,S16,5
5628,32618,H34,1
5629,59533,N46,3
5630,17299,B44,5
5631,57983,A5,4
5632,36479,T26,4
5633,87949,H48,2
5634,15240,L35,1
5635,75397,Z13,3
5636,91837,D36,5
5637,98405,T45,2
5638,10581,P16,2
5639,67765,J15,3
5640,24067,L24,2
5641,96970,M39,1
5642,56993,W39,2
5643,19373,K47,3
5644,78673,N31,3
5645,46966,T44,1
5646,94241,W15,2
5647,16239,P50,5
5648,6929,G25,3
5649,97929,M18,1
5650,40996,X2,4
5651,56566,D40,3
5652,46497,D36,5
5653,45863,J3,3
5654,92908,G25,3
5655,74646,D22,3
5656,30968,P36,1
5657,64952,W26,4
5658,8084,W49,5
5659,82586,B12,5
5660,5719,R7,2
5661,71725,W4,4
5662,90416,S5,1
5663,6255,A1,2
5664,35466,J43,1
5665,47834,J18,1
5666,84868,C1,3
5667,66597,S8,3
5668,93673,X13,5
5669,26485,M1,4
5670,69880,R35,5
5671,56353,G37,4
5672,53613,M12,2
5673,49617,M33,1
5674,10028,E42,5
5675,49316,B18,2
5676,41992,W39,5
5677,21584,H9,2
5678,93236,M22,5
5679,3727,W30,2
5680,91075,A39,2
5681,9185,P24,1
5682,17116,J48,1
5683,42873,E40,2
5684,8792,B13,3
5685,15866,A10,3
5686,88528,E7,4
5687,39887,G38,3
5688,29378,H43,1
5689,70100,E26,5
5690,25692,M14,4
5691,33398,N50,5
5692,27426,C11,3
5693,17124,P5,5
5694,36595,M33,4
5695,62746,N41,5
5696,69097,F35,1
5697,4354,H50,4
5698,82575,J18,1
5699,9279,P21,2
5700,16895,Z47,5
5701,26590,W36,3
5702,16391,J17,4
5703,49526,D49,4
5704,8390,Y48,2
5705,73870,Z26,2
5706,74758,X10,1
5707,13673,H6,1
5708,73323,G41,1
5709,22710,C42,5
5710,4320,N12,5
5711,47261,A32,2
5712,46373,J1,2
5713,34849,G1,3
5714,92036,D23,3
5715,95274,M19,5
5716,95748,D47,3
5717,72380,D14,1
5718,20405,G18,5
5719,64508,W46,5
5720,5783,M16,3
5721,71144,S11,1
5722,73172,Y9,2
5723,41006,P40,3
5724,8857,B46,4
5725,52612,W20,3
5726,31696,C40,2
5727,77836,D49,4
5728,22228,G47,4
5729,96430,X3,1
5730,94612,X23,2
5731,24207,M45,4
5732,24076,J13,1
5733,58194,T42,3
5734,13627,R18,2
5735,65337,E42,4
5736,61945,G29,4
5737,31593,H38,2
5738,31755,L10,1
5739,79330,G24,2
5740,55532,B47,1
5741,71097,G28,4
5742,25675,X20,4
5743,46449,R8,5
5744,3882,W23,1
5745,30876,P29,4
5746,3494,X38,4
5747,25896,M23,4
5748,23272,N2,3
5749,42113,K4,3
5750,99514,C13,1
5751,63431,K43,4
5752,67729,C2,5
5753,48514,Y1,4
5754,71469,N25,4
5755,37353,S20,2
5756,535,E2,2
5757,78990,H27,2
5758,94012,A45,5
5759,94498,S16,5
5760,53163,H46,3
5761,79082,Y40,5
5762,91460,G43,5
5763,34012,R33,5
5764,88158,L4,1
5765,90807,A35,1
5766,77732,L5,5
5767,12031,C47,1
5768,6699,F49,2
5769,29541,L3,1
5770,39134,Y36,4
5771,55296,X41,3
5772,67608,E11,4
5773,92134,N44,1
5774,87034,Z15,5
5775,59577,Y22,2
5776,87924,H2,2
5777,39343,S21,3
5778,42286,A35,5
5779,81482,J9,5
5780,69225,N6,3
5781,80073,Y22,1
5782,82925,S35,2
5783,82355,E26,4
5784,13490,Y6,3
5785,66085,M23,2
5786,43796,G6,2
5787,7207,C37,1
5788,76647,H43,2
5789,29262,L47,2
5790,62160,G5,1
5791,14734,H14,1
5792,12147,X39,5
5793,3334,E18,2
5794,40048,X16,3
5795,85935,C29,4
5796,27553,Z32,4
5797,94516,X41,3
5798,82942,X34,1
5799,33627,C18,3
5800,84986,T41,4
5801,5134,L10,5
5802,12408,Y12,2
5803,55363,K14,5
5804,16308,E5,3
5805,26634,H32,5
5806,90787,P12,2
5807,93417,A18,1
5808,79199,M35,2
5809,96794,N31,3
5810,92148,W24,2
5811,74568,B22,2
5812,33484,F36,3
5813,76360,Y18,5
5814,37906,M11,2
5815,28014,Z35,1
5816,51993,Z33,2
5817,48954,P20,4
5818,82091,F40,5
5819,46836,G10,1
5820,32662,A4,2
5821,4724,J9,3
5822,73296,R50,2
5823,6647,W32,4
5824,40216,H45,3
5825,46998,G1,4
5826,65886,Y5,1
5827,11327,J50,5
5828,13644,N21,3
5829,19437,W4,2
5830,56558,D33,5
5831,23546,G29,5
5832,47062,B12,2
5833,44615,G36,3
5834,72307,P13,3
5835,9200,L11,3
5836,41772,B40,3
5837,91514,P38,4
5838,47477,N5,5
5839,38728,N36,5
5840,57827,N49,3
5841,40759,P18,4
5842,3287,W29,1
5843,14248,P32,2
5844,99495,K25,1
5845,79465,F9,3
5846,39212,N12,4
5847,75611,J11,5
5848,70439,X8,5
5849,22244,D6,5
5850,41005,L14,1
5851,93966,X2,2
5852,72371,P13,3
5853,64908,Z1,4
5854,27794,C11,4
5855,15092,B29,1
5856,83779,K41,2
5857,68670,X28,4
5858,36646,T41,4
5859,27916,M15,5
5860,37808,C18,5
5861,43974,G13,3
5862,12701,J36,3
5863,24843,W42,2
5864,99942,A29,1
5865,45228,F36,5
5866,79957,N27,3
5867,74035,H15,2
5868,71255,N2,2
5869,71469,K47,1
5870,83080,R14,3
5871,34229,G13,2
5872,80671,G19,2
5873,20453,M28,2
5874,12861,H18,3
5875,4391,R26,3
5876,50929,E41,3
5877,31656,C47,2
5878,8095,P3,3
5879,37909,G29,3
5880,20510,W2,2
5881,98751,D31,5
5882,53086,C48,5
5883,97658,A38,4
5884,63077,E47,3
5885,82816,Z33,2
5886,28043,E44,5
5887,7917,D34,5
5888,16955,G43,5
5889,96536,Z46,4
5890,74188,H1,3
5891,28507,Z33,1
5892,21086,C43,5
5893,74291,K21,2
5894,3887,F2,2
5895,7679,D43,5
5896,47716,S49,3
5897,50438,X45,1
5898,13514,F12,5
5899,75754,X35,4
5900,5478,S17,3
5901,88792,C40,3
5902,84409,D22,3
5903,98596,N32,5
5904,27097,G14,4
5905,79204,X17,2
5906,50451,X16,4
5907,74639,K18,3
5908,94653,B10,2
5909,50382,D23,3
5910,53668,H41,2
5911,60682,H37,5
5912,52039,B16,4
5913,30304,W6,4
5914,7800,T27,5
5915,58844,Z32,3
5916,33104,G23,2
5917,39954,Z38,2
5918,89387,K8,3
5919,36788,S43,3
5920,20241,R42,2
5921,82894,C45,2
5922,30412,K2,1
5923,67095,H37,3
5924,45518,S49,4
5925,42519,E10,4
5926,86410,Z32,3
5927,92148,L40,4
5928,48876,K36,1
5929,36669,T34,3
5930,56121,T18,2
5931,547,K4,1
5932,45980,W45,1
5933,55941,K24,4
5934,81200,M31,4
5935,71052,C37,5
5936,36483,J26,4
5937,24635,N30,1
5938,13446,L15,2
5939,63005,C31,5
5940,89831,X28,5
5941,53232,Y15,2
5942,90481,Z26,2
5943,39082,K13,4
5944,26233,L34,1
5945,99554,B21,5
5946,22408,L36,2
5947,94732,Z21,4
5948,98788,G5,2
5949,54174,C8,1
5950,70677,A21,1
5951,7752,L13,3
5952,43142,M46,4
5953,85888,N34,3
5954,13952,M37,1
5955,75212,W49,2
5956,57221,K7,4
5957,80880,Z32,1
5958,18692,X11,3
5959,27570,K19,4
5960,71698,T28,3
5961,6052,R28,2
5962,90662,Z41,4
5963,71115,S44,4
5964,34235,J28,5
5965,3157,D33,1
5966,8015,N10,4
5967,82217,N30,1
5968,27696,E23,1
5969,98258,N24,2
5970,63673,M6,2
5971,83274,L32,3
5972,1089,R32,4
5973,59413,P26,2
5974,10707,Y29,5
5975,8289,Z26,5
5976,71030,K36,3
5977,82154,P20,5
5978,54963,J47,1
5979,77466,E27,5
5980,49696,G10,3
5981,58026,K2,3
5982,91649,T8,3
5983,84264,G2,4
5984,96140,T48,3
5985,50782,N30,3
5986,69278,A37,5
5987,8904,L16,1
5988,51336,L23,1
5989,61841,C11,3
5990,38973,P18,3
5991,79403,J34,2
5992,99631,S29,5
5993,44522,H15,2
5994,76025,A39,5
5995,58777,J33,5
5996,3538,K39,1
5997,51520,N35,5
5998,90217,C4,3
5999,9780,W26,1
6000,10695,D19,3
6001,41132,K12,2
6002,74823,W35,2
6003,94702,H7,1
6004,83822,T19,5
6005,5250,C27,3
6006,15786,K38,4
6007,22303,Z17,5
6008,15944,A37,1
6009,86737,Y16,3
6010,23566,S40,4
6011,70985,F17,4
6012,86991,N4,5
6013,38142,S1,1
6014,51583,Z49,3
6015,78645,Y3,4
6016,27404,E41,2
6017,47092,N6,4
6018,66148,T12,1
6019,48176,Z20,5
6020,23824,H22,2
6021,24379,D20,3
6022,19548,L7,5
6023,73758,J15,2
6024,17592,C19,4
6025,18099,J42,5
6026,65349,A44,5
6027,19111,P29,3
6028,38333,J17,1
6029,46310,G12,1
6030,3847,B25,4
6031,23397,B43,3
6032,54562,H7,4
6033,26721,M40,2
6034,83214,W37,2
6035,45989,T41,5
6036,40248,Y5,2
6037,436,X8,2
6038,36097,R23,1
6039,42221,E33,1
6040,60163,Y39,2
6041,81711,Z2,3
6042,97401,N36,4
6043,74000,E33,1
6044,33362,S48,5
6045,99617,E41,2
6046,89768,A24,1
6047,67538,N33,3
6048,16513,Z6,5
6049,72950,G23,1
6050,60753,A17,3
6051,89860,E19,1
6052,25141,L38,5
6053,55555,H47,4
6054,11700,H7,1
6055,86265,C2,4
6056,51349,X16,1
6057,34059,T45,4
6058,84852,W33,4
6059,17073,J3,2
6060,49232,R17,4
6061,56052,T25,3
6062,5127,A50,1
6063,56584,E45,3
6064,37560,B4,4
6065,47704,F14,5
6066,54859,H29,4
6067,75874,M50,4
6068,29032,T36,4
6069,7881,J20,1
6070,984,N13,4
6071,35202,K20,3
6072,5020,H31,3
6073,62055,F20,4
6074,37438,E42,2
6075,69369,X49,2
6076,71720,Y25,2
6077,58447,H48,1
6078,15183,B35,5
6079,69096,G41,1
6080,9617,D8,5
6081,90980,D8,4
6082,26802,F8,5
6083,45146,S14,5
6084,95389,P25,2
6085,89690,F12,3
6086,99548,N26,2
6087,65934,L34,4
6088,17011,H16,4
6089,1302,W12,4
6090,45428,D47,2
6091,71807,H9,1
6092,69493,F1,4
6093,52256,W16,1
6094,46226,M18,2
6095,16209,K43,3
6096,45695,K30,4
6097,3642,A18,4
6098,94232,N11,1
6099,78373,W4,3
6100,35982,W47,2
6101,7310,L27,2
6102,89082,M48,5
6103,2611,J18,5
6104,31224,K11,1
6105,57696,E5,4
6106,97900,Y16,5
6107,43549,H47,2
6108,55719,E46,2
6109,50057,Z4,4
6110,20574,C36,5
6111,88989,A23,1
6112,38577,J17,1
6113,70374,P12,2
6114,15358,Z23,4
6115,50062,E50,2
6116,21831,Y43,3
6117,89235,J29,5
6118,4447,D6,5
6119,8392,J3,4
6120,34450,N12,2
6121,33184,C19,2
6122,46965,N31,5
6123,49305,F41,1
6124,7395,Z34,5
6125,94733,Z13,1
6126,33084,A4,4
6127,7254,X31,3
6128,94863,J23,2
6129,82800,K49,2
6130,96596,B20,2
6131,22626,D26,4
6132,80402,H7,1
6133,34548,F15,1
6134,35288,S34,1
6135,39717,A45,4
6136,1096,S2,2
6137,52007,R6,2
6138,36646,R6,2
6139,78963,W27,5
6140,87376,K17,3
6141,81354,F45,5
6142,75297,H40,1
6143,91583,E4,4
6144,55497,N39,5
6145,32340,F20,3
6146,81838,L39,1
6147,32760,D12,4
6148,79629,S36,5
6149,33387,E1,3
6150,42873,Y17,3
6151,13062,P40,5
6152,89122,G4,4
6153,74178,E9,1
6154,23302,X50,2
6155,54700,J26,4
6156,33097,E24,2
6157,10098,P35,2
6158,29993,G23,1
6159,20885,E33,1
6160,36220,G15,4
6161,40597,X6,5
6162,67295,Y6,3
6163,72882,D31,4
6164,88505,W1,4
6165,87116,C32,5
6166,62346,F18,5
6167,93602,N20,1
6168,32735,L31,2
6169,43996,R25,3
6170,83670,A38,4
6171,30674,S7,1
6172,43481,H1,3
6173,51036,R45,2
6174,83937,M32,3
6175,63470,Y36,3
6176,1085,H43,1
6177,99137,R34,3
6178,369,L18,3
6179,80582,L19,1
6180,39888,B39,2
6181,95576,S8,1
6182,46882,E13,3
6183,70109,E45,2
6184,29564,L47,2
6185,37330,G28,2
6186,1034,L26,3
6187,72601,D10,1
6188,81037,T18,3
6189,24333,F41,4
6190,76060,T36,4
6191,3687,H24,5
6192,28142,P33,5
6193,44686,B24,4
6194,27757,S23,1
6195,81523,Z12,2
6196,63379,E39,2
6197,16191,D22,1
6198,60988,A28,3
6199,15883,K17,4
6200,39866,X24,4
6201,60863,Y45,1
6202,45829,Y36,1
6203,6535,X19,2
6204,21813,W10,5
6205,64930,K45,4
6206,76684,P36,4
6207,42388,B43,4
6208,49106,L42,1
6209,79947,W24,5
6210,71323,F27,2
6211,85481,Y42,5
6212,80747,T39,2
6213,81087,F7,1
6214,11468,A33,4
6215,3246,A45,4
6216,27875,M23,2
6217,27699,H26,3
6218,54110,Z35,3
6219,61066,R34,2
6220,41222,S32,4
6221,41338,M4,5
6222,75737,L12,3
6223,25616,P29,5
6224,82197,C15,5
6225,32264,M27,3
6226,42921,Z14,1
6227,80598,Z20,5
6228,48066,L11,3
6229,67821,Y42,3
6230,92670,E30,3
6231,46229,H42,1
6232,88478,A4,5
6233,25869,F48,5
6234,57537,C38,3
6235,44079,D42,5
6236,44949,B43,5
6237,20066,F18,1
6238,46200,A23,3
6239,49474,W22,2
6240,54351,D18,4
6241,43027,J21,3
6242,9079,F23,2
6243,59643,H2,4
6244,13688,L9,4
6245,77937,Y2,4
6246,92434,H31,5
6247,75896,J30,3
6248,77838,H39,4
6249,94916,D41,2
6250,88305,N14,3
6251,29110,X5,3
6252,4586,Z41,5
6253,8000,S33,3
6254,96955,L10,4
6255,69290,K29,5
6256,26111,Y3,1
6257,8873,G41,5
6258,10277,Z13,1
6259,82814,K17,2
6260,91074,E1,4
6261,96692,E41,5
6262,46344,H7,4
6263,43474,Z21,5
6264,7053,A31,5
6265,4895,B33,1
6266,94774,B23,3
6267,63714,J17,2
6268,30763,J12,5
6269,89872,X3,2
6270,93137,R21,5
6271,54526,W6,5
6272,67900,Y30,5
6273,32813,X1,3
6274,45645,W23,4
6275,21487,Y7,5
6276,89690,L18,1
6277,15187,G39,3
6278,95310,A2,2
6279,1555,L31,5
6280,46240,B14,1
6281,95953,M35,2
6282,8804,W13,1
6283,49416,B41,3
6284,84753,J43,4
6285,94412,N40,3
6286,23614,P27,2
6287,92047,D9,4
6288,34834,P8,3
6289,49897,P24,1
6290,38199,R16,4
6291,69270,D14,5
6292,61558,C10,2
6293,49467,X40,3
6294,37686,N2,5
6295,57083,M13,3
6296,42939,R36,2
6297,48324,T38,1
6298,79749,X46,2
6299,93987,B12,5
6300,6639,A45,1
6301,13422,G17,4
6302,421,N50,4
6303,26730,R41,3
6304,16221,N15,3
6305,59404,D29,5
6306,47241,R36,2
6307,26388,X32,5
6308,54688,Y46,2
6309,71103,C47,5
6310,44788,G11,5
6311,6289,H35,5
6312,62251,G41,3
6313,94977,T5,3
6314,44217,X28,1
6315,43176,K12,2
6316,26326,H21,3
6317,64947,B43,3
6318,57968,Z3,2
6319,54996,Z9,2
6320,62241,J21,5
6321,22175,N34,3
6322,19203,S39,2
6323,6856,X5,3
6324,12091,L47,5
6325,30855,K49,3
6326,60639,C38,3
6327,78507,K8,3
6328,68531,D15,4
6329,6813,H33,2
6330,46986,F26,4
6331,36259,Z10,5
6332,53250,L42,3
6333,50656,S17,5
6334,55182,E33,5
6335,13486,M37,4
6336,37915,C12,5
6337,11531,S10,4
6338,17894,Z3,1
6339,80737,W16,3
6340,82269,D44,5
6341,62207,B39,4
6342,81385,C22,1
6343,9188,M19,5
6344,63333,R27,2
6345,72116,G11,5
6346,84992,C49,3
6347,34500,W25,1
6348,90080,T19,3
6349,71703,B29,5
6350,88190,D43,5
6351,17977,F3,5
6352,42887,G2,3
6353,58755,J17,3
6354,80115,N25,2
6355,77064,N12,4
6356,75336,H39,5
6357,38711,S1,3
6358,50350,G21,5
6359,22895,G18,4
6360,14898,N29,2
6361,13139,B31,4
6362,42768,L38,3
6363,95431,H29,3
6364,84447,R48,1
6365,87817,Y37,2
6366,26134,Z38,3
6367,61338,H31,4
6368,72834,W21,5
6369,35195,Z27,4
6370,14038,L45,5
6371,78909,W33,4
6372,21721,H24,1
6373,98538,S34,3
6374,54381,E16,1
6375,27777,A50,1
6376,45523,W11,1
6377,69874,F3,1
6378,58549,F21,3
6379,49207,J4,3
6380,20978,S3,4
6381,68062,W12,4
6382,30255,N36,5
6383,92796,Y46,3
6384,78661,J20,3
6385,7135,H31,3
6386,24722,N17,2
6387,63991,F3,4
6388,8385,P19,5
6389,26024,G11,4
6390,8066,F3,3
6391,2089,Y9,4
6392,15176,W48,3
6393,72226,D43,4
6394,23565,E24,1
6395,47266,D25,2
6396,78187,H18,1
6397,54991,T12,3
6398,75230,H18,2
6399,49199,C10,3
6400,81921,R20,1
6401,63171,Y18,4
6402,91608,P22,2
6403,1117,B37,5
6404,23995,Z19,3
6405,15573,S21,3
6406,43073,F24,3
6407,92967,N19,2
6408,94216,B2,4
6409,51676,S37,2
6410,36188,T32,2
6411,68530,D48,1
6412,80662,R23,3
6413,89750,D33,2
6414,63183,X33,1
6415,75544,J21,3
6416,59376,Y19,4
6417,81135,X14,5
6418,8343,F28,3
6419,17547,K28,2
6420,6672,T26,1
6421,90911,B5,1
6422,9576,C42,4
6423,56994,Z8,3
6424,75658,J23,4
6425,62063,T43,1
6426,93078,E5,3
6427,29938,Z12,5
6428,96024,M2,3
6429,84752,P39,5
6430,50593,N11,3
6431,17643,G5,2
6432,27892,L15,4
6433,90508,L48,3
6434,38738,K40,3
6435,5300,N13,5
6436,95390,Y1,1
6437,24738,A5,5
6438,85059,K24,3
6439,29974,X27,4
6440,20114,P9,3
6441,27067,T11,5
6442,47690,H3,1
6443,83383,C45,2
6444,28041,Y1,1
6445,6179,D25,1
6446,30654,S38,4
6447,88977,N12,1
6448,59162,J22,4
6449,30976,C3,2
6450,93278,A34,2
6451,48951,X5,4
6452,78853,K40,2
6453,32363,G23,4
6454,17987,P4,4
6455,97203,C2,1
6456,90675,S28,1
6457,44622,T12,1
6458,5637,J20,3
6459,44718,E44,5
6460,77346,Z49,2
6461,8130,H27,1
6462,4428,C15,4
6463,428,D5,4
6464,40449,K44,5
6465,54297,E26,2
6466,66839,C22,4
6467,77102,P22,3
6468,14829,J21,5
6469,37001,N10,1
6470,85650,C27,3
6471,24465,M46,1
6472,81826,G32,3
6473,91387,X4,1
6474,90068,R15,4
6475,76497,C1,4
6476,11222,Y6,1
6477,11657,T43,4
6478,46551,H16,5
6479,5798,B29,5
6480,81044,J44,5
6481,62242,X4,2
6482,18811,K29,3
6483,51285,F9,2
6484,98132,Y13,2
6485,76517,X11,2
6486,30143,X22,4
6487,54283,G2,2
6488,53614,R11,3
6489,30067,X14,3
6490,36451,E28,4
6491,33280,B29,1
6492,71951,N28,3
6493,36426,N16,4
6494,74376,B15,4
6495,4940,G47,1
6496,37485,C41,5
6497,13244,F41,1
6498,17674,L35,4
6499,15772,C4,3
6500,59590,M42,4
6501,39971,N32,1
6502,92594,H25,5
6503,36701,P3,4
6504,76456,E10,3
6505,14887,C46,1
6506,95772,X44,2
6507,24798,M4,1
6508,81648,X23,5
6509,58460,W43,3
6510,16260,M2,3
6511,20641,F36,4
6512,9295,G43,2
6513,20214,A11,5
6514,80769,P3,2
6515,24889,F37,1
6516,41509,P21,2
6517,54093,L18,3
6518,30334,D45,4
6519,37675,H4,3
6520,11053,G29,1
6521,5905,X16,5
6522,47347,N44,4
6523,18936,Y27,3
6524,61780,S34,4
6525,18935,P6,4
6526,72784,K34,5
6527,46763,H29,4
6528,57405,G48,3
6529,71722,K22,5
6530,37085,R21,5
6531,38483,B49,1
6532,2758,C13,3
6533,46568,M22,5
6534,97793,W33,3
6535,22744,G3,4
6536,55215,S5,4
6537,90095,Z24,3
6538,24761,A46,2
6539,22002,E41,2
6540,78425,C44,2
6541,28806,B45,1
6542,71094,P14,2
6543,99958,X9,5
6544,48725,B40,4
6545,34895,Z8,1
6546,34469,S35,2
6547,54124,Z47,4
6548,29278,N22,1
6549,89763,N40,3
6550,25176,H14,4
6551,62628,Y21,3
6552,4635,L1,5
6553,34949,E37,2
6554,41045,S35,1
6555,38854,Y28,2
6556,27431,N13,5
6557,56287,Y22,2
6558,16709,B2,5
6559,40672,H45,3
6560,96866,L44,3
6561,20432,C13,3
6562,71656,B10,1
6563,13469,E42,2
6564,63671,D7,3
6565,83910,Y5,4
6566,37863,S28,4
6567,70828,D34,1
6568,22721,D34,3
6569,40489,J1,5
6570,17112,J42,3
6571,1994,C39,4
6572,59746,F10,4
6573,34399,B28,3
6574,12291,F45,5
6575,61271,A15,4
6576,72113,J38,1
6577,77526,H49,3
6578,69919,S25,4
6579,99085,W21,5
6580,33127,P37,2
6581,38856,J21,4
6582,7049,W47,2
6583,47589,D22,5
6584,35373,E23,4
6585,60864,K31,3
6586,12970,T24,3
6587,60978,R21,5
6588,50844,C33,5
6589,36513,W45,1
6590,52458,Y17,1
6591,60404,F15,4
6592,59368,Y29,4
6593,15132,E4,1
6594,33570,R35,4
6595,11403,X12,5
6596,73760,Z19,3
6597,36314,D41,1
6598,88571,D6,2
6599,52114,N11,3
6600,15778,E24,2
6601,30896,X45,4
6602,69758,D30,5
6603,34176,M34,1
6604,84469,P6,5
6605,58377,X13,2
6606,24109,G33,5
6607,89420,H12,4
6608,8694,X10,1
6609,21134,J23,3
6610,65085,N32,5
6611,8418,N8,2
6612,69972,S39,3
6613,72021,S41,4
6614,90979,G31,3
6615,84800,N24,1
6616,59193,H35,1
6617,75060,T17,2
6618,97863,S36,1
6619,2958,W38,1
6620,78925,X34,4
6621,56290,G2,2
6622,49631,S23,4
6623,88521,K1,1
6624,78269,F3,1
6625,42518,M44,4
6626,1115,R10,4
6627,31819,C31,2
6628,47530,D42,5
6629,76177,Z25,5
6630,66726,Y46,4
6631,51476,B36,1
6632,11100,Z29,4
6633,44688,W30,5
6634,10504,W18,3
6635,54121,R7,4
6636,59354,J26,2
6637,18798,H33,1
6638,13170,E34,3
6639,40443,A2,2
6640,54161,Z5,2
6641,36029,E35,3
6642,7507,Y35,1
6643,49215,H31,4
6644,4256,Z42,2
6645,28640,F49,3
6646,12396,M21,1
6647,27302,B9,5
6648,26695,R24,3
6649,19786,A25,2
6650,81683,J24,5
6651,38281,S8,4
6652,41392,X21,3
6653,15522,E17,3
6654,30609,L48,4
6655,67687,M34,2
6656,23277,Y1,5
6657,34409,L26,1
6658,66732,A45,2
6659,11870,E12,5
6660,87989,B40,3
6661,25851,A3,3
6662,88510,S46,1
6663,60617,G4,3
6664,12664,D5,1
6665,81471,P33,1
6666,16707,F40,2
6667,27089,P1,2
6668,74279,H20,5
6669,62424,P4,2
6670,61892,M19,2
6671,51689,C15,3
6672,28137,W47,5
6673,55026,X29,1
6674,81865,D42,4
6675,23358,M13,1
6676,12476,R21,4
6677,19362,E22,1
6678,88914,A28,5
6679,56886,C45,2
6680,5667,H48,4
6681,32758,B20,5
6682,87939,W3,5
6683,44785,Y11,1
6684,23357,B47,2
6685,85473,W49,1
6686,4355,P48,4
6687,12928,F27,1
6688,91639,F39,1
6689,91889,R21,2
6690,75976,C45,4
6691,8277,H40,2
6692,30747,Z25,3
6693,86118,W49,5
6694,29292,N32,2
6695,39722,W18,3
6696,77606,L23,3
6697,94558,R45,2
6698,41837,G8,2
6699,69093,L4,1
6700,73659,Z29,5
6701,92419,Z17,5
6702,66699,M46,4
6703,2897,H12,4
6704,74180,Z31,1
6705,42133,Y45,2
6706,29904,Y50,5
6707,42873,N33,5
6708,72277,J5,1
6709,23155,D9,1
6710,69853,Z6,5
6711,6331,A8,5
6712,53884,N39,4
6713,32393,S18,2
6714,79947,D8,5
6715,76929,S18,4
6716,58569,N37,5
6717,26495,A12,4
6718,80648,M6,5
6719,55574,T22,2
6720,40173,S6,1
6721,2219,D7,1
6722,89987,J13,3
6723,45622,C21,3
6724,87090,N13,3
6725,29513,J43,3
6726,59618,S7,4
6727,8965,C36,1
6728,56672,W1,2
6729,72836,J28,3
6730,83824,Y15,4
6731,64437,C7,4
6732,97676,J46,2
6733,66917,N20,5
6734,1757,D18,4
6735,13425,M35,4
6736,4398,M49,1
6737,65659,B31,5
6738,82692,Z12,3
6739,24467,J19,3
6740,81357,B35,5
6741,75237,E44,5
6742,252,F21,5
6743,11581,K34,2
6744,16675,L15,1
6745,23337,G38,4
6746,18157,C23,4
6747,40275,D30,5
6748,14144,F37,1
6749,52215,E47,4
6750,34582,J11,5
6751,19878,C33,1
6752,90632,C1,5
6753,47241,D30,5
6754,18852,T36,4
6755,81439,A21,5
6756,22415,P48,3
6757,22761,R37,5
6758,2478,R4,2
6759,72258,A8,3
6760,95886,J45,4
6761,88931,F47,4
6762,42479,M3,2
6763,39456,W9,4
6764,67461,Z1,5
6765,59581,H42,5
6766,76795,K10,5
6767,69477,N20,3
6768,52003,M9,1
6769,18560,W15,3
6770,59974,T33,4
6771,55659,E16,4
6772,84957,Z43,2
6773,41663,T45,1
6774,67723,G7,5
6775,30671,R17,2
6776,87356,R39,5
6777,71102,B36,2
6778,33251,T33,4
6779,2507,Z39,4
6780,88675,M16,2
6781,35239,Z38,5
6782,3314,C1,4
6783,87624,C22,4
6784,81513,Y18,5
6785,57277,M5,4
6786,38217,M7,4
6787,55945,H31,3
6788,29293,E11,3
6789,31276,K27,5
6790,883,K17,1
6791,56473,N17,5
6792,84967,L26,3
6793,50099,R40,5
6794,528,Z6,1
6795,68542,E14,2
6796,41695,T12,4
6797,72276,G25,5
6798,35397,D50,4
6799,90495,J17,2
6800,51809,A16,2
6801,61512,E3,5
6802,29532,H16,5
6803,41714,P26,4
6804,23862,N8,4
6805,97198,R39,5
6806,38192,N15,3
6807,71502,W13,4
6808,95738,G23,2
6809,3940,D29,4
6810,87070,K29,5
6811,23733,A14,2
6812,71787,X23,5
6813,75859,C17,5
6814,32478,Z29,1
6815,6655,F24,1
6816,86629,T8,4
6817,24930,J29,2
6818,4303,S32,1
6819,65043,M13,3
6820,3786,L34,3
6821,47911,D6,1
6822,17149,Y2,5
6823,75778,E36,5
6824,18014,D39,5
6825,85401,D50,5
6826,35734,S47,1
6827,11755,H42,4
6828,82413,R19,4
6829,40077,W23,2
6830,38436,C18,1
6831,71723,Z47,2
6832,64306,N50,5
6833,54903,W10,1
6834,56240,K15,3
6835,36814,C24,4
6836,18715,S37,1
6837,40986,F32,2
6838,14704,G17,5
6839,87155,R6,3
6840,62607,A44,4
