year,type,manufacturer,model,engines,seats,engine,aircraftId
1991.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,854
1988.0,Fixed wing multi engine,BOEING,767-323,2,330,Turbo-fan,855
2002.0,Fixed wing multi engine,AIRBUS,A319-114,2,145,Turbo-fan,856
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,Turbo-fan,857
1992.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,858
1988.0,Fixed wing multi engine,BOEING,767-323,2,330,Turbo-fan,859
2013.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,860
2003.0,Fixed wing multi engine,AIRBUS,A319-114,2,145,Turbo-fan,861
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,Turbo-fan,862
1992.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,863
1988.0,Fixed wing multi engine,BOEING,767-323,2,330,Turbo-fan,864
2003.0,Fixed wing multi engine,AIRBUS,A319-114,2,145,Turbo-fan,865
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,Turbo-fan,866
1992.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,867
1988.0,Fixed wing multi engine,BOEING,767-323,2,330,Turbo-fan,868
2003.0,Fixed wing multi engine,AIRBUS,A319-114,2,145,Turbo-fan,869
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,Turbo-fan,870
1992.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,871
1988.0,Fixed wing multi engine,BOEING,767-323,2,330,Turbo-fan,872
2003.0,Fixed wing multi engine,AIRBUS,A319-114,2,145,Turbo-fan,873
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,Turbo-fan,874
1992.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,875
2013.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,876
2000.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,877
1999.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,878
2001.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,879
2003.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,880
1988.0,Fixed wing multi engine,BOEING,767-323,2,330,Turbo-fan,881
2003.0,Fixed wing multi engine,AIRBUS,A319-114,2,145,Turbo-fan,882
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,Turbo-fan,883
1992.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,884
1988.0,Fixed wing multi engine,BOEING,767-323,2,330,Turbo-fan,885
2003.0,Fixed wing multi engine,AIRBUS,A319-114,2,145,Turbo-fan,886
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,Turbo-fan,887
1993.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,888
2010.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,889
2012.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,890
2013.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,891
2013.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,892
2013.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,893
1973.0,Fixed wing multi engine,CESSNA,310Q,2,6,Reciprocating,894
2003.0,Fixed wing multi engine,AIRBUS,A319-114,2,145,Turbo-fan,895
1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,Turbo-fan,896
1993.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,897
2001.0,Rotorcraft,AGUSTA SPA,A109E,2,8,Turbo-shaft,898
2003.0,Fixed wing multi engine,AIRBUS,A319-114,2,145,Turbo-fan,899
1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,Turbo-fan,900
1993.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,901
1991.0,Fixed wing multi engine,BOEING,767-323,2,330,Turbo-fan,902
2003.0,Fixed wing multi engine,AIRBUS,A319-114,2,145,Turbo-fan,903
1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,Turbo-fan,904
1993.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,905
1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,Turbo-fan,906
1993.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,907
1991.0,Fixed wing multi engine,BOEING,767-323,2,330,Turbo-fan,908
2013.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,909
2003.0,Fixed wing multi engine,AIRBUS,A319-114,2,145,Turbo-fan,910
1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,Turbo-fan,911
1993.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,912
2001.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,Turbo-fan,913
1992.0,Fixed wing multi engine,BOEING,767-323,2,330,Turbo-fan,914
2003.0,Fixed wing multi engine,AIRBUS,A319-114,2,145,Turbo-fan,915
1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,Turbo-fan,916
1993.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,917
1992.0,Fixed wing multi engine,BOEING,767-323,2,330,Turbo-fan,918
2003.0,Fixed wing multi engine,AIRBUS,A319-114,2,145,Turbo-fan,919
1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,Turbo-fan,920
1993.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,921
1992.0,Fixed wing multi engine,BOEING,767-323,2,330,Turbo-fan,922
2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,Turbo-fan,923
1998.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,924
2003.0,Fixed wing multi engine,AIRBUS,A319-114,2,145,Turbo-fan,925
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,Turbo-fan,926
1993.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,927
2000.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,928
2000.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,929
2000.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,930
2001.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,931
2001.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,932
2001.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,933
2002.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,934
2002.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,935
2003.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,936
2004.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,937
2004.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,938
2005.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,939
2005.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,940
1992.0,Fixed wing multi engine,BOEING,767-323,2,330,Turbo-fan,941
1998.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,942
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,Turbo-fan,943
1993.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,944
2000.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,945
2000.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,946
2000.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,947
2000.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,948
2000.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,949
2000.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,950
2000.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,951
2000.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,952
2000.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,953
2000.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,954
1992.0,Fixed wing multi engine,BOEING,767-323,2,330,Turbo-fan,955
1998.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,956
2013.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,957
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,Turbo-fan,958
1993.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,959
2001.0,Fixed wing multi engine,BOEING,737-924,2,191,Turbo-fan,960
2001.0,Fixed wing multi engine,BOEING,737-924,2,191,Turbo-fan,961
2000.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,962
2008.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,963
2008.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,964
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,965
2008.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,966
2008.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,967
2008.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,968
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,969
2009.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,970
2009.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,971
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,972
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,973
2012.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,974
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,975
2012.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,976
2012.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,977
2013.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,978
2013.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,979
2013.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,980
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,981
2013.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,982
2013.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,983
2013.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,984
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,985
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,986
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,987
1992.0,Fixed wing multi engine,BOEING,767-323,2,330,Turbo-fan,988
1998.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,989
2013.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,990
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,Turbo-fan,991
1993.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,992
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,993
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,994
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,995
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,996
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,997
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,998
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,999
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1000
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1001
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1002
1998.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1003
2013.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,Turbo-fan,1004
2002.0,Fixed wing multi engine,AIRBUS,A320-212,2,182,Turbo-fan,1005
1993.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1006
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1007
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1008
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1009
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1010
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1011
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1012
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1013
2001.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1014
2002.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1015
2002.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1016
1978.0,Fixed wing single engine,PIPER,PA-32RT-300,1,7,Reciprocating,1017
1999.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1018
2002.0,Fixed wing multi engine,AIRBUS,A320-212,2,182,Turbo-fan,1019
1994.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1020
2002.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1021
2002.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1022
2010.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-fan,1023
2010.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-fan,1024
,Fixed wing single engine,PAIR MIKE E,FALCON XP,1,2,Reciprocating,1025
1999.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1026
2003.0,Fixed wing multi engine,AIRBUS,A320-211,2,182,Turbo-fan,1027
1963.0,Fixed wing single engine,CESSNA,172E,1,4,Reciprocating,1028
1999.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1029
2003.0,Fixed wing multi engine,AIRBUS,A320-211,2,182,Turbo-fan,1030
1994.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1031
1993.0,Fixed wing multi engine,BOEING,767-323,2,330,Turbo-fan,1032
1999.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1033
1994.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1034
1999.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1035
2010.0,Fixed wing multi engine,AIRBUS,A330-243,2,377,Turbo-fan,1036
1994.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1037
1956.0,Fixed wing multi engine,DOUGLAS,DC-7BF,4,102,Reciprocating,1038
1999.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1039
2010.0,Fixed wing multi engine,AIRBUS,A330-243,2,377,Turbo-fan,1040
2000.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,1041
2001.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,1042
1999.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1043
2010.0,Fixed wing multi engine,AIRBUS,A330-243,2,377,Turbo-fan,1044
1994.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1045
1972.0,Fixed wing multi engine,BEECH,E-90,2,10,Turbo-prop,1046
1999.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1047
2011.0,Fixed wing multi engine,AIRBUS,A330-243,2,377,Turbo-fan,1048
1994.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1049
2001.0,Fixed wing multi engine,BOEING,737-924,2,191,Turbo-fan,1050
2008.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,1051
2008.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,1052
2010.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,1053
2012.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,1054
2012.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,1055
2012.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,1056
2012.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,1057
2012.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,1058
2013.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,1059
2013.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,1060
1993.0,Fixed wing multi engine,BOEING,767-323,2,330,Turbo-fan,1061
1999.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1062
2011.0,Fixed wing multi engine,AIRBUS,A330-243,2,377,Turbo-fan,1063
1994.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1064
1999.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1065
2012.0,Fixed wing multi engine,AIRBUS,A330-243,2,377,Turbo-fan,1066
1994.0,Fixed wing multi engine,BOEING,767-323,2,330,Turbo-fan,1067
1999.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1068
2012.0,Fixed wing multi engine,AIRBUS,A330-243,2,377,Turbo-fan,1069
1994.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1070
1999.0,Fixed wing multi engine,BOEING,737-724,2,149,Turbo-jet,1071
2000.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1072
1994.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1073
1995.0,Fixed wing multi engine,BOEING,767-323,2,330,Turbo-fan,1074
2000.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1075
2012.0,Fixed wing multi engine,AIRBUS,A330-243,2,377,Turbo-fan,1076
1994.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1077
1995.0,Fixed wing multi engine,BOEING,767-323,2,330,Turbo-fan,1078
2000.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1079
,Fixed wing multi engine,AIRBUS,A330-243,2,377,Turbo-fan,1080
1994.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1081
1995.0,Fixed wing multi engine,BOEING,767-323,2,330,Turbo-fan,1082
2000.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1083
2013.0,Fixed wing multi engine,AIRBUS,A330-243,2,377,Turbo-fan,1084
1994.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1085
1995.0,Fixed wing multi engine,BOEING,767-323,2,330,Turbo-fan,1086
2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,Turbo-fan,1087
2000.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1088
2013.0,Fixed wing multi engine,AIRBUS,A330-243,2,377,Turbo-fan,1089
1994.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1090
2005.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,1091
2000.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1092
2013.0,Fixed wing multi engine,AIRBUS,A330-243,2,377,Turbo-fan,1093
1994.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1094
1994.0,Rotorcraft,BELL,230,2,11,Turbo-shaft,1095
2000.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1096
2013.0,Fixed wing multi engine,AIRBUS,A330-243,2,377,Turbo-fan,1097
2008.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,1098
2008.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,1099
2008.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,1100
2008.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,1101
2012.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,1102
2012.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,1103
2012.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,1104
2013.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,1105
2007.0,Fixed wing single engine,AVIAT AIRCRAFT INC,A-1B,1,2,Reciprocating,1106
2000.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1107
1995.0,Fixed wing multi engine,BOEING,767-324,2,269,Turbo-fan,1108
1994.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1109
2000.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1110
2013.0,Fixed wing multi engine,AIRBUS,A330-243,2,377,Turbo-fan,1111
1994.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1112
2000.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1113
1994.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1114
1999.0,Fixed wing multi engine,BOEING,737-724,2,149,Turbo-jet,1115
1999.0,Fixed wing multi engine,BOEING,737-724,2,149,Turbo-jet,1116
1985.0,Fixed wing single engine,STEWART MACO,FALCON XP,1,2,Reciprocating,1117
2000.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1118
1995.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1119
,Fixed wing multi engine,LEARJET INC,60,2,11,Turbo-fan,1120
2003.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,Turbo-fan,1121
2000.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1122
1995.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1123
2000.0,Fixed wing multi engine,BOEING,737-832,2,189,Turbo-jet,1124
1995.0,Fixed wing multi engine,BOEING,737-3H4,2,149,Turbo-fan,1125
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,1126
1993.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1127
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,1128
2012.0,Fixed wing multi engine,BOEING,737-990ER,2,222,Turbo-fan,1129
1993.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1130
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,1131
2012.0,Fixed wing multi engine,BOEING,737-990ER,2,222,Turbo-fan,1132
1993.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1133
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,1134
1993.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1135
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,1136
1993.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1137
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,1138
1994.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1139
1988.0,Fixed wing multi engine,BOEING,737-401,2,149,Turbo-jet,1140
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,1141
2012.0,Fixed wing multi engine,BOEING,737-990ER,2,222,Turbo-fan,1142
1994.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1143
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,1144
2012.0,Fixed wing multi engine,BOEING,737-990ER,2,222,Turbo-fan,1145
1994.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1146
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,1147
2013.0,Fixed wing multi engine,BOEING,737-990ER,2,222,Turbo-fan,1148
1994.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1149
1988.0,Fixed wing multi engine,BOEING,737-401,2,149,Turbo-jet,1150
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,1151
1994.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1152
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,1153
2002.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,Turbo-fan,1154
1999.0,Fixed wing multi engine,BOEING,757-224,2,178,Turbo-jet,1155
2000.0,Fixed wing multi engine,BOEING,757-224,2,178,Turbo-jet,1156
1994.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1157
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,1158
1994.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1159
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,1160
2013.0,Fixed wing multi engine,BOEING,737-990ER,2,222,Turbo-fan,1161
1994.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1162
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,1163
1994.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1164
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,1165
1994.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1166
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,1167
1994.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1168
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,1169
1994.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1170
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,1171
1994.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1172
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,1173
2013.0,Fixed wing multi engine,BOEING,737-990ER,2,222,Turbo-fan,1174
1994.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1175
1989.0,Fixed wing multi engine,BOEING,737-401,2,149,Turbo-jet,1176
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,1177
1994.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1178
1989.0,Fixed wing multi engine,BOEING,737-401,2,149,Turbo-jet,1179
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,1180
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,1181
1994.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1182
1995.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,Turbo-fan,1183
2002.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,1184
